Cell,E14tg2a.0h.2B,E14tg2a.0h.2C,E14tg2a.0h.2E,E14tg2a.0h.2F,E14tg2a.0h.2G,E14tg2a.0h.2H,E14tg2a.0h.3A,E14tg2a.0h.3B,E14tg2a.0h.3C,E14tg2a.0h.3E,E14tg2a.0h.3F,E14tg2a.0h.3H,E14tg2a.0h.4A,E14tg2a.0h.4C,E14tg2a.0h.4D,E14tg2a.0h.4E,E14tg2a.0h.4F,E14tg2a.0h.4H,E14tg2a.0h.5A,E14tg2a.0h.5B,E14tg2a.0h.5C,E14tg2a.0h.5D,E14tg2a.0h.5E,E14tg2a.0h.5F,E14tg2a.0h.5G,E14tg2a.0h.6A,E14tg2a.0h.6B,E14tg2a.0h.6D,E14tg2a.0h.6F,E14tg2a.0h.6G,E14tg2a.0h.6H,E14tg2a.0h.1B,E14tg2a.0h.1C,E14tg2a.0h.1D,E14tg2a.0h.1E,E14tg2a.0h.1F,E14tg2a.0h.1G,E14tg2a.0h.1H,E14tg2a.24h.1A,E14tg2a.24h.1B,E14tg2a.24h.1C,E14tg2a.24h.1D,E14tg2a.24h.1E,E14tg2a.24h.1F,E14tg2a.24h.1H,E14tg2a.24h.2A,E14tg2a.24h.2B,E14tg2a.24h.2C,E14tg2a.24h.2D,E14tg2a.24h.2E,E14tg2a.24h.2F,E14tg2a.24h.2H,E14tg2a.24h.3A,E14tg2a.24h.3C,E14tg2a.24h.3D,E14tg2a.24h.3E,E14tg2a.24h.3F,E14tg2a.24h.3G,E14tg2a.24h.3H,E14tg2a.24h.4A,E14tg2a.24h.4B,E14tg2a.24h.4D,E14tg2a.24h.4E,E14tg2a.24h.4F,E14tg2a.24h.4G,E14tg2a.24h.4H,E14tg2a.24h.5A,E14tg2a.24h.5B,E14tg2a.24h.5D,E14tg2a.24h.5E,E14tg2a.24h.5F,E14tg2a.24h.5G,E14tg2a.24h.5H,E14tg2a.24h.6A,E14tg2a.24h.6B,E14tg2a.24h.6C,E14tg2a.24h.6D,E14tg2a.24h.6E,E14tg2a.24h.6F,E14tg2a.24h.6G,E14tg2a.24h.6H,E14tg2a.48h.1A,E14tg2a.48h.1B,E14tg2a.48h.1C,E14tg2a.48h.1D,E14tg2a.48h.1F,E14tg2a.48h.1G,E14tg2a.48h.2A,E14tg2a.48h.2B,E14tg2a.48h.2C,E14tg2a.48h.2D,E14tg2a.48h.2E,E14tg2a.48h.2F,E14tg2a.48h.2H,E14tg2a.48h.3A,E14tg2a.48h.3B,E14tg2a.48h.3C,E14tg2a.48h.3D,E14tg2a.48h.3E,E14tg2a.48h.3F,E14tg2a.48h.3G,E14tg2a.48h.3H,E14tg2a.48h.4A,E14tg2a.48h.4B,E14tg2a.48h.4C,E14tg2a.48h.4D,E14tg2a.48h.4E,E14tg2a.48h.4F,E14tg2a.48h.4G,E14tg2a.48h.4H,E14tg2a.48h.5A,E14tg2a.48h.5B,E14tg2a.48h.5C,E14tg2a.48h.5D,E14tg2a.48h.5E,E14tg2a.48h.5F,E14tg2a.48h.5G,E14tg2a.48h.5H,E14tg2a.48h.6A,E14tg2a.48h.6B,E14tg2a.48h.6C,E14tg2a.48h.6D,E14tg2a.48h.6E,E14tg2a.48h.6F,E14tg2a.48h.6G,E14tg2a.48h.6H,E14tg2a.72h.1A,E14tg2a.72h.1B,E14tg2a.72h.1C,E14tg2a.72h.1D,E14tg2a.72h.1E,E14tg2a.72h.1F,E14tg2a.72h.1G,E14tg2a.72h.1H,E14tg2a.72h.2A,E14tg2a.72h.2B,E14tg2a.72h.2C,E14tg2a.72h.2D,E14tg2a.72h.2E,E14tg2a.72h.2F,E14tg2a.72h.2G,E14tg2a.72h.2H,E14tg2a.72h.3A,E14tg2a.72h.3B,E14tg2a.72h.3C,E14tg2a.72h.3D,E14tg2a.72h.3E,E14tg2a.72h.3F,E14tg2a.72h.3G,E14tg2a.72h.3H,E14tg2a.72h.4A,E14tg2a.72h.4B,E14tg2a.72h.4C,E14tg2a.72h.4D,E14tg2a.72h.4E,E14tg2a.72h.4F,E14tg2a.72h.4G,E14tg2a.72h.4H,E14tg2a.72h.5A,E14tg2a.72h.5B,E14tg2a.72h.5C,E14tg2a.72h.5D,E14tg2a.72h.5E,E14tg2a.72h.5F,E14tg2a.72h.5G,E14tg2a.72h.5H,E14tg2a.72h.6B,E14tg2a.72h.6C,E14tg2a.72h.6E,E14tg2a.72h.6F,E14tg2a.72h.6G,E14tg2a.72h.6H,E14tg2a.120h.1A,E14tg2a.120h.1B,E14tg2a.120h.1C,E14tg2a.120h.1D,E14tg2a.120h.1E,E14tg2a.120h.1F,E14tg2a.120h.1G,E14tg2a.120h.1H,E14tg2a.120h.2A,E14tg2a.120h.2B,E14tg2a.120h.2C,E14tg2a.120h.2D,E14tg2a.120h.2E,E14tg2a.120h.2F,E14tg2a.120h.2H,E14tg2a.120h.3A,E14tg2a.120h.3B,E14tg2a.120h.3C,E14tg2a.120h.3D,E14tg2a.120h.3E,E14tg2a.120h.3F,E14tg2a.120h.3G,E14tg2a.120h.3H,E14tg2a.120h.4A,E14tg2a.120h.4B,E14tg2a.120h.4C,E14tg2a.120h.4D,E14tg2a.120h.4E,E14tg2a.120h.4F,E14tg2a.120h.4G,E14tg2a.120h.4H,E14tg2a.120h.5A,E14tg2a.120h.5B,E14tg2a.120h.5C,E14tg2a.120h.5D,E14tg2a.120h.5E,E14tg2a.120h.5F,E14tg2a.120h.5G,E14tg2a.120h.5H,E14tg2a.120h.6A,E14tg2a.120h.6D,E14tg2a.120h.6E,E14tg2a.120h.6G,E14tg2a.120h.6H,E14tg2a.168h.1A,E14tg2a.168h.1B,E14tg2a.168h.1D,E14tg2a.168h.1E,E14tg2a.168h.1F,E14tg2a.168h.1G,E14tg2a.168h.1H,E14tg2a.168h.2A,E14tg2a.168h.2B,E14tg2a.168h.2C,E14tg2a.168h.2D,E14tg2a.168h.2E,E14tg2a.168h.2F,E14tg2a.168h.2G,E14tg2a.168h.2H,E14tg2a.168h.3A,E14tg2a.168h.3B,E14tg2a.168h.3C,E14tg2a.168h.3D,E14tg2a.168h.3E,E14tg2a.168h.3H,E14tg2a.168h.4A,E14tg2a.168h.4B,E14tg2a.168h.4C,E14tg2a.168h.4D,E14tg2a.168h.4E,E14tg2a.168h.4G,E14tg2a.168h.4H,E14tg2a.168h.5A,E14tg2a.168h.5B,E14tg2a.168h.5C,E14tg2a.168h.5D,E14tg2a.168h.5E,E14tg2a.168h.5F,E14tg2a.168h.5G,E14tg2a.168h.5H,E14tg2a.168h.6B,E14tg2a.168h.6C,E14tg2a.168h.6D,E14tg2a.168h.6E,E14tg2a.168h.6F,E14tg2a.168h.6G,E14tg2a.168h.6H
ACTB,16.72083152,16.9504402,16.58553732,17.31363421,17.735432,17.35326461,17.42443958,16.79354963,17.881071223,16.81684918,16.58342155,17.20632091,17.24866305,17.38914492,17.52552188,16.72927621,16.76011,15.4358536,16.89426648,15.88666922,17.02744466,17.03972459,17.25611959,16.71478831,16.83134962,16.8988233,17.36152091,16.99179376,17.74671454,17.40097637,17.50916299,16.50882355,16.43632231,16.86957685,17.45780727,17.25581848,17.49360019,16.85615816,14.9639961805,16.3060706405,15.5762244605,16.4612735705,16.8863296005,17.5935643105,16.2498551805,17.2096517505,17.3952039905,16.7875909205,15.6488604805,14.4549300005,16.1512510605,17.3688084705,15.4824057505,16.6959214105,15.7986836605,16.7027665505,14.5453659105,16.8852831905,17.2370862705,16.9788436205,16.1945210305,14.7991870805,17.2322416505,17.1155877405,16.9604999505,17.1574510505,16.8132095105,16.3557329405,17.3892967705,16.4866192105,16.5054224705,16.6954994505,17.3946112305,14.9929193105,17.3271545805,16.9315126405,17.5393330205,17.1438533205,16.6010323905,16.9320844505,16.3717311805,18.4706712915,17.1062972055,18.4441354605,17.9699679955,17.8189648855,16.9189916555,17.1288941155,15.5223884255,16.6821660455,14.8887578655,15.2830789755,18.1251680955,17.3223580155,17.2018914155,16.9909466155,17.7119158455,16.2677399055,16.9220143055,16.2440360755,15.5507438955,17.1232754055,18.3261549655,17.2909962155,17.7282190955,17.6471722255,16.7222390455,16.2445175855,16.9370484355,17.1490551855,17.1011981055,14.9292892355,15.4502767055,18.2079698855,15.5155476755,17.7500437355,17.6263953855,17.0050599755,17.1817844155,17.9698077655,18.1162708155,17.0787660055,17.5253097955,16.9152900155,17.0110476955,17.1575909355,16.6282870165,15.7224927465,17.2028284465,16.4779419465,17.6091659565,16.9607019365,16.0967154965,16.0935961565,16.6909295865,16.2469776165,16.3362516865,17.7936715465,16.6818450565,17.4454369465,16.4141570965,16.7280982465,17.4531388565,16.5744613865,15.4855225265,15.2330602965,17.4311813165,17.6345066765,15.4866549965,18.1092927755,15.7415485765,16.6115135365,16.9345195665,17.0064665865,15.2068717265,16.7043220265,18.1819319285,17.0697089665,16.4406905565,16.6794276865,17.4420855365,17.2629559965,16.8990017265,15.2155032265,18.3753009645,17.4102221265,15.2383048165,16.9709661265,16.4007893865,16.3545297365,17.5158553465,16.9584856365,17.757707418,15.018088948,16.110417978,17.649259998,16.543361588,16.598022538,17.159544738,15.888253928,14.936834548,16.869362628,18.637018068,17.638109328,15.416878068,16.614924368,16.598895838,17.263382598,17.265856678,14.875151938,15.494202198,16.887545318,15.992234838,14.786568878,16.438404838,18.031005958,16.570299148,15.824169568,16.876351068,15.615377148,17.667992438,17.102643328,15.869460888,16.798626988,18.174992818,16.267847958,16.458980638,15.959737578,18.068301158,15.580425168,17.107555928,15.609338258,16.553982458,14.628371678,16.296868558,18.051995078,16.68751382,18.70092359,17.92302812,17.66750009,16.58979782,16.7672076,17.1291883,17.96370298,15.41854263,16.04977629,16.01680505,14.98404736,15.28245985,15.63007325,16.27518359,15.80159019,16.04868805,16.08898517,15.35411763,16.1558149,16.33329117,14.92450925,16.22327577,17.66368621,15.71775595,15.92610415,16.7686162,15.62255267,17.89806745,17.77553957,16.27751975,16.58628197,15.37827723,15.97929709,17.72106279,15.75283851,15.78847309,16.32031557,16.67202227,15.50311294,16.6994755,14.94250404,15.87078131
BMI1,10.55239915,7.81951173,0.0,10.09453972,6.99329532,9.90850057,9.04677112,9.50562781,3.14203363,11.46185056,9.41931266,8.99661847,9.5297284,8.09928085,9.87810795,0.0,10.1720453,10.19189999,8.82544607,8.9209668,7.43943066,0.0,8.49787073,10.17978137,8.69144828,5.57149553,8.78586552,0.0,8.81704416,8.74532528,10.07911668,0.0,0.0,9.7420563,9.18492675,5.56508947,10.04238891,0.0,12.5181171805,10.4756980805,12.3147467205,10.0879008105,9.7153870705,11.0905262605,10.4511849205,11.2611542805,11.5382548705,11.1436098105,11.7867794905,10.6079392105,9.6598888005,10.1427130705,9.2236827405,8.7545756905,0.0,11.0598272405,10.3172139105,0.0,10.3449664805,8.9902652705,11.5575195105,11.3620073305,10.1344921505,11.0574703405,9.2750992905,11.3060021505,10.7037590805,9.8406660805,9.7773061305,9.7754693505,8.8823956905,9.0034602505,0.0,10.3557049905,10.9188713005,8.5822525405,11.1872030805,0.0,0.0,9.4949292405,10.4305873305,10.6928127155,11.1264413055,10.6376754655,11.9072630955,0.0,10.6158871355,10.4115310655,1.9058357055,11.2546554355,10.1166815855,10.9219391655,11.0260778455,9.8889569155,10.5593724355,12.3179578355,0.0,10.9993316055,9.3857282955,10.0253660055,10.8319358555,12.8196224255,10.7372135055,11.7052259755,9.1109867655,11.0593251755,8.6647624455,10.6613406055,9.1837857655,10.4615611855,10.8735806455,12.5585900255,10.2248238155,0.0,10.2415088855,11.0273611555,9.6636528355,10.0646543555,0.0,9.3040447055,11.6266793655,9.3481445655,10.9032338455,11.4555100855,10.9855957955,11.6773841755,10.3341512565,8.6103625565,0.0,7.2474695165,0.0,9.7636061165,8.1441429665,10.4235557265,0.0,11.3147209265,11.1241308765,6.7575244865,10.7562106165,0.0,7.0244169865,10.1660765465,0.0,9.1200920665,9.2903044165,10.3737887465,10.0362341865,11.7226585765,8.9458447765,9.5869835365,7.3251115565,9.3194829565,6.8229756465,11.0736315865,0.0,9.1022411565,2.2529179465,9.5471499565,11.0875842365,2.1103329665,9.5801993665,0.0,9.4204909765,0.0,0.0,8.9587735965,8.4849490365,0.0,9.4484229365,9.3541115865,11.2393139165,9.1428997365,12.370517938,11.367347728,11.712549598,0.0,10.368717928,11.278328908,13.006619388,11.968747808,12.966273628,12.334545778,13.095504738,11.298656848,10.042032308,12.668365098,11.424155498,11.431071678,10.247969048,11.471213878,11.025102078,10.377602578,12.174466408,10.920631818,11.942229298,9.839959508,13.022321098,12.634790188,10.100279658,12.403687318,12.636609168,11.410956858,12.046301098,12.474244338,9.852871098,12.312814778,10.370219638,0.0,9.454681908,10.136626458,12.422890878,5.705562308,11.692130068,12.013098258,12.396609298,11.674180598,11.24162667,12.72421763,10.56249046,9.0107397,11.58791067,12.67936363,12.04386145,10.56331663,11.88600202,10.93661915,11.56516623,10.26042235,10.71351283,11.35092276,12.79521892,0.0,11.48726628,11.58519497,0.0,11.32547522,11.13593458,0.0,9.01982364,12.28350284,11.28145466,12.49503061,11.98716845,9.80494176,0.0,11.69832406,10.13705317,10.25268148,11.60063647,10.64407212,11.62109228,12.57934428,11.89478092,10.63032178,0.0,8.83231113,0.0,10.99698012,11.91363585
BMP4,11.13714122,12.81342726,12.46719404,12.77026924,13.49068584,12.63661056,13.46246609,10.61000979,13.6383417,0.0,11.67264623,13.8602131,12.65268018,13.52061217,14.17836736,10.94723727,13.01101782,9.44669064,12.95897983,13.47402472,10.57807319,9.0045855,11.0314586,11.8259891,13.79514928,14.22238293,13.71408431,13.41627981,13.39004732,13.50094525,13.53592948,12.41302433,12.48677637,11.04855493,11.09935009,11.8943843,10.7757354,11.08769497,0.0,8.8953510505,9.1982790905,10.2340826205,0.0,9.2481819605,0.0,9.9507779105,0.0,0.0,0.0,0.0,10.5299974105,12.7468867105,9.0412209305,0.0,12.2171443905,9.2438668605,7.3748466805,0.0,0.0,0.0,0.0,10.0215407605,0.0,0.0,0.0,11.1108789405,0.0,0.0,10.3809747105,0.0,0.0,0.0,0.0,0.0,0.0,10.4748554205,1.7623500805,12.5869094105,0.0,9.4010622205,9.8942926805,9.3532175755,0.0,9.7680148955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.4814772955,0.0,10.8959891355,0.0,10.2304244955,0.0,0.0,0.0,0.0,0.0,12.3628667755,12.4590664055,10.0295602055,0.0,9.7287655855,0.0,0.0,0.0,8.7355913555,9.5989049155,0.0,0.0,0.0,0.0,0.0,9.9038143055,0.0,10.0218862055,0.0,0.0,0.0,0.0,0.0,11.4276700855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.9128081665,0.0,0.0,0.0,0.0,0.0,0.0,6.2911517265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3608451565,0.0,0.0,9.5407554965,0.0,0.0,0.0,9.4541656465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.704167008,0.0,0.0,0.0,0.0,11.12275332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.48082991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.17039384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BMP7,0.0,8.64499927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8293298205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.6815387205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2769630055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3246212955,0.0,0.0,0.0,9.5082002655,0.0,0.0,0.0,0.0,0.0,9.6206155755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.8686521365,9.0285366265,0.0,0.0,9.8843696765,0.0,9.7239791565,0.0,10.0938402465,0.0,10.7916272865,0.0,0.0,9.9450671565,9.9104532465,0.0,0.0,10.5692247065,0.0,8.7297948665,9.0543267265,9.6987035865,9.1117415865,9.9815241265,0.0,0.0,0.0,8.4160613165,0.0,8.8569621765,0.0,8.8468103765,10.1006110065,0.0,9.2005130665,0.0,9.1278538165,9.6241349165,0.0,0.0,0.0,8.2267220165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.370583798,0.0,0.0,0.0,9.265476368,0.0,10.962990158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.900819178,0.0,0.0,0.0,10.336860588,0.0,0.0,0.0,0.0,0.0,0.0,9.896793838,0.0,11.136268688,0.0,0.0,0.0,11.19344637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.09600079,0.0,0.0,0.0,0.0,10.83114491,0.0,0.0,0.0,0.0,0.0,0.0,13.23369261,0.0,10.30589557
BMPR1A,10.6813677,9.97189373,10.71655853,10.81227783,11.5587092,11.78046959,9.63758801,10.51679684,11.46024246,11.7445724,10.12164007,9.91271769,11.18879278,9.84706352,8.01102503,9.74648875,0.0,11.87067698,0.0,10.25339816,9.88620306,0.0,9.82974534,9.81006943,0.0,10.15479549,11.47841142,9.95554357,10.80825719,12.2346829,10.17038596,9.25707917,0.0,10.69226361,10.42813434,11.3468591,8.84774685,10.60870582,9.1283601905,9.6268185205,11.2681739205,11.4925329905,10.8728364505,12.4460604805,9.6557313605,11.6687411505,10.8825849605,10.3740070705,11.2802729805,0.0,10.7663262405,10.2586313605,10.8680355505,11.9161039205,0.0,11.0763977705,11.1649480905,0.0,10.1017338205,11.5451030105,9.1413629205,11.1852724505,10.9746591105,10.1287946705,10.5972642905,10.5562633705,0.0,12.1470187005,0.0,9.0633453205,2.1420514505,0.0,9.8220269405,10.0512914205,10.9353062105,12.1258989305,9.9151386405,10.4265224005,8.6061046805,10.9074230105,8.9038484905,11.9611750055,0.0,10.6993339655,0.0,10.2743575055,10.8924888655,12.1396991555,10.3659222955,0.0,0.0,6.7525690255,11.5612711655,11.4943562755,12.5362428455,13.0754239955,12.6010563855,10.5015755255,11.6883853355,0.0,10.2355140755,0.0,11.6731557155,12.0381630755,12.5533714155,13.1479493855,11.8107583555,0.0,12.8906159155,10.6945686255,0.0,0.0,10.8066657355,0.0,10.4766440955,11.1668703455,11.6095047555,11.2627389955,10.9238809055,12.8976485055,11.0346240455,0.0,12.0641256255,0.0,11.8336075055,11.9271089655,11.2400932865,10.1304767065,11.6407121965,10.8926807865,11.6474354665,12.7447120865,10.9059016865,10.4459441265,12.2830573265,11.5983995765,12.1953754665,2.4467171365,9.7947800365,11.5997331165,9.6973416165,11.2411373165,10.3281135965,11.3968957365,11.9411113265,11.1952063165,11.6457843265,12.5677264765,10.8807390165,10.5665278365,11.0932454565,11.1391319865,10.1578242465,10.7758103565,8.1300978665,11.7273573365,11.5615277265,11.5703273465,8.3843556465,11.7556932165,11.5930734065,11.9686576265,10.3309682665,10.0687566765,11.1824097465,11.3148538065,11.2068978665,11.4978192865,11.3859701565,0.0,11.7206640065,9.1620422165,0.0,10.545331218,12.271261438,11.517519378,11.839126708,11.162056748,14.001858208,12.148899398,0.0,10.952307898,13.306394088,0.0,12.584706788,11.460464178,11.867635408,0.0,11.561054688,13.024470958,0.0,7.062945478,11.884689328,12.657249568,12.182562558,12.486006278,11.445740258,12.208497718,12.337308078,12.260486648,13.001493978,13.576227708,10.798493678,11.509643888,0.0,0.0,0.0,12.277928278,0.0,0.0,12.066858468,0.0,13.244149428,11.564042888,12.828640748,11.593317598,0.0,14.77879606,11.92043596,0.0,11.51936126,11.90840131,0.0,4.57843277,11.85301946,13.63653313,0.0,12.05376077,0.0,6.05222153,0.0,0.0,0.0,13.98474567,11.78288249,13.12410574,0.0,0.0,11.74899347,13.93524492,0.0,11.95139572,0.0,0.0,11.88936621,12.98276876,10.92623389,0.0,0.0,0.0,13.18921277,0.0,11.10436086,0.0,12.00973634,0.0,11.71947309,0.0,0.0
CD34,0.0,0.0,0.0,0.0,8.77687693,0.0,0.0,0.0,0.0,9.02423679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.1354882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3938636005,9.2130725905,9.3726997605,0.0,8.9753929205,8.5268243905,0.0,9.7553553005,0.0,10.8300120505,0.0,0.0,0.0,8.8922195905,11.1348767305,0.0,9.3371726805,0.0,0.0,0.0,0.0,9.1331754305,0.0,0.0,0.0,9.4448329605,0.0,0.0,0.0,10.9090268605,0.0,9.4276408505,0.0,0.0,0.0,8.9142228205,9.4561673305,0.0,0.0,0.0,0.0,0.0,8.2402881005,10.5356760555,7.2337323355,12.1552826955,9.7478532155,10.4760990555,9.5785752255,11.3557312755,9.2378187155,9.6916985455,10.5961132355,10.4455216555,11.3320732655,0.0,10.0316632555,9.7013529355,9.8359572455,9.4736627355,0.0,0.0,0.0,9.7785060055,11.4451567955,11.7667740555,4.1606976055,11.2708219555,10.4623950755,0.0,10.5633887355,0.0,12.0607714255,9.2950754855,11.5963169855,9.9420093855,9.8101462655,9.5962529755,10.0034483655,9.6334703355,10.4710549955,0.0,0.0,9.4613256155,0.0,11.7896855855,11.9366868855,9.8169860055,0.0,8.8829709765,9.6058748965,10.0274260265,9.1494822365,0.0,0.0,0.0,0.0,9.5005721365,10.1794195565,0.0,0.0,0.0,9.1880871465,9.0967852365,9.3687760865,9.3992601165,0.0,0.0,0.0,10.1212136665,0.0,10.3771538265,0.0,11.2397224765,10.2295619265,0.0,9.1285426265,9.3553355465,0.0,0.0,0.0,0.0,0.0,8.8671667665,9.3612276665,0.0,10.1265174665,10.2926427865,0.0,0.0,0.0,0.0,0.0,10.7545725365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.571875238,0.0,0.0,10.459161468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDH2,8.13178415,8.36797922,0.0,0.0,8.09646866,8.11319076,0.0,0.0,0.0,0.0,8.46948051,0.0,8.40603776,0.0,7.25978211,0.0,8.4810698,10.03126837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.9434116,0.0,0.0,8.55209048,0.0,8.1649587,0.0,0.0,0.0,0.0,8.40857032,0.0,0.0,10.7368259805,8.6313765605,0.0,10.2773408105,7.8873606105,0.0,10.4613559105,9.5257036205,0.0,0.0,0.0,0.0,8.8144977005,9.3196006305,0.0,8.9885114505,0.0,12.1074814805,10.6190283605,8.2749956905,0.0,0.0,12.1815449905,9.4061639005,9.6090133105,9.4641623105,8.6496547105,0.0,8.3338376005,8.7757652805,8.4775473405,0.0,0.0,0.0,0.0,11.0556102305,9.1288452405,10.7917403705,9.5608794705,8.4493477705,8.6847285705,0.0,8.0854719605,8.0353124655,11.1546449955,10.8506803755,10.3928114555,11.5259257055,10.4700575255,8.6692331855,9.7989290855,11.5321530655,11.0926023055,12.8868157655,0.0,0.0,10.5979498655,0.0,11.8898995355,8.4215304555,11.0905175355,8.6640596655,0.0,12.8204660455,10.7579398255,12.3345194955,12.1061234055,11.3708845555,0.0,0.0,0.0,11.4273576655,9.6268644555,13.0912101855,12.1778820655,0.0,11.9857573655,13.1869281355,9.3192659655,9.0627634355,10.8906860955,8.9035801355,9.5205615855,10.7967313855,10.1040712555,11.4148364955,9.8539679555,12.3300586455,10.0317027865,12.3506006865,11.3103923665,13.6014375665,13.7004069165,13.6626087965,12.0453117965,8.2309723765,11.7954137765,11.6296934865,9.6388810165,11.4751729765,8.3155199965,12.6438593165,8.0795483765,11.2190197465,13.1841645665,12.1694053865,13.5538640465,11.2305470565,11.4568289565,12.8427617365,0.0,12.2155986865,12.3712912665,11.4304938865,11.7323022365,13.8459697565,11.2728551765,12.5812567765,12.9846949565,11.5005550465,11.1808552865,11.4225321165,13.9846619165,11.3364996065,9.4196039065,12.9039703365,13.2111185565,13.7910597865,10.5087259965,0.0,11.9640813665,0.0,14.7608637365,10.3341223165,15.337397958,14.832120928,14.738917648,0.0,13.617706948,15.424276858,16.663436438,14.383651138,14.808940218,15.430252568,17.249123688,14.539346448,14.309543268,14.076251418,15.276243348,15.057066708,12.325474708,14.422180008,13.574067608,15.748579818,16.125061298,13.665685058,14.944567808,16.472703888,16.020814528,14.028053568,15.925963368,15.108498128,16.459659828,16.203854748,14.372492738,15.420185688,0.0,14.748307638,9.283886338,14.620572618,10.505024598,14.331628978,13.546994718,12.339862248,15.614152658,15.189401498,14.780971488,14.922037408,15.74737896,14.75921272,0.0,10.76508459,15.31669444,15.78679174,14.12325983,0.0,14.2476688,14.32545545,14.76039328,14.41706815,14.24774753,14.26187352,14.92196951,14.68733152,14.44217766,15.84133807,13.72302916,0.0,14.89629731,14.39579484,14.30960847,10.28841373,13.59312627,15.84965233,14.37281292,12.58972482,15.3685822,0.0,13.52959836,13.44117161,13.73410321,15.2331455,10.19050252,15.35813404,13.18998019,13.31486945,14.13075053,14.02280611,15.66858383,15.17509505,15.7764259
